0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.6451612903225806	10	 Many are protesting at the idea to compare the quality of life saved and one which is suppressed .	 Many are protesting the idea of comparing the quality of the life spared with that of the one which is put to an end .	1.6666666666666667
0.9655172413793104	4	 He has learned to live with his illness , he married for three years ago .	 He has learnt to live with his illness , he has been married for three years .	4.0
0.5217391304347826	10	 The financial difficulties in India have to cause a tax system ill-conceived and badly managed .	 India 's financial difficulties tend to result from a ill-conceived and badley-managed tax system .	1.2727272727272727
1.0	6	 the Facebook page of the National Front is demanding 2.6 members , far ahead of the PS -LRB- 14995 -RRB- and Europe Ecology -LRB- 10,320 -RRB- .	 The Facebook page of the National Front claims 27,400 members , far ahead of the socialist PS -LRB- 14,995 -RRB- and Europe Ecology -LRB- 10,320 -RRB- .	3.6
1.0	4	 The defence of Microsoft is that it must comply with the laws of local and global . ''	 The defence of Microsoft is that it must `` comply with the local and global laws . ''	3.0
0.75	10	 The sale price of domestic sectors of the manufacturing industry has suffered only a small increase of 0.1 per cent compared to July .	 Domestic sales prices in the manufacturing sectors have undergone only a small increase , on the order of 0.1 percent as compared with July .	1.3125
0.851063829787234	7	 However , I shall have some more of questions to put you , but it will be for next time , if you want .	 However , I shall have many more questions to ask you , but it will be for another time , if you do not mind .	3.1666666666666665
0.5945945945945946	10	 Nothing to États-unis estimated that each year the side effects are responsible for the death of 100,000 patients .	 In the United States alone , it is estimated that side effects are responsible for the deaths of 100,000 patients each year .	1.75
0.375	10	 Here are modern initiatives via mobile which advance the schmilblic of the prevention much better than the electronic pilulier to me the knot bites her .	 These are modern initiatives via mobiles which help prevention much better than the silly electronic pill dispensers .	1.7142857142857142
1.0	8	 They have outlined a national strategy in which the global influence the result of the power of science .	 They outlined a national strategy in which global influence would flow from scientific power .	2.2857142857142856
0.5714285714285714	8	 The rumours about this run for years , but they have been confirmed officially in November 2003 , when there was no longer possible to hide the situation .	 Rumours about this have been spreading for years , but they were only confirmed officially in November 2003 , when it was no longer possible to hide the situation .	2.7142857142857144
0.47058823529411764	10	 This is probably that ecology and the alleged esthétisme are not too many of the Socialists in Brno .	 It is probably because ecology and so-called esthetics do n't really interest the Socialists in Brno too much .	1.7272727272727273
0.76	6	 The fourth aircraft manufacturer , Embraer , maintains its forecasts for 2008 with 215 aircraft deliveries , reaffirmed Fredrico Fleury Curado , its president .	 The fourth worldwide aircraft manufacturer , Embraer , is maintaining its delivery forecasts for 2008 with 215 aircraft delivered , reaffirmed Fredrico Fleury Curado , its President .	4.2
0.3333333333333333	7	 but do n't make your luggage to the moon .	 But do n't start packing for the moon just yet .	1.6666666666666667
0.5714285714285714	4	 Until the implosion of the Argentine peso , the fixed exchange rates were perfectly .	 Until the collapse of the Argentine peso , fixed exchange rates were ideally suited .	3.6666666666666665
0.6923076923076923	5	 But the soil under the euro could well become ice if things do not change .	 But the ground under the euro may well begin to shift if things do not change .	1.75
0.7272727272727272	5	 The film comes out to the cinema in France on 19 October 2011 .	 The film comes out in cinemas in France on October 19 , 2011 .	1.75
0.723404255319149	10	 The police accused the far-right extremists have been desecrated by a Muslim cemetery , the week ending the victory of the far-right political parties to the general elections .	 The police accuse the far-right extremists of having desecrated an Austrian Muslim cemetery , the weekend of the far-right political parties ' victory in the country 's general elections .	2.076923076923077
